"","year","rank","restaurant","location","country","lat","lng"
"351",2009,1,"El Bulli","Roses","Spain",42.2639489,3.1795528
"352",2009,2,"The Fat Duck","Maidenhead","United Kingdom",51.5225605,-0.7243082
"353",2009,3,"Noma","Copenhagen","Denmark",55.6760968,12.5683371
"354",2009,4,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"355",2009,5,"El Celler de Can Roca","Girona","Spain",41.9794005,2.8214264
"356",2009,6,"Per Se","New York","United States",40.7127753,-74.0059728
"357",2009,7,"Bras","Laguiole","France",44.683579,2.845605
"358",2009,8,"Arzak","San Sebastian","Spain",43.318237,-1.9817051
"359",2009,9,"Pierre Gagnaire","Paris","France",48.8575475,2.3513765
"360",2009,10,"Alinea","Chicago","United States",41.8781136,-87.6297982
"361",2009,11,"L'Astrance","Paris","France",48.8575475,2.3513765
"362",2009,12,"The French Laundry","Yountville","United States",38.401578,-122.3608105
"363",2009,13,"Osteria Francescana","Modena","Italy",44.647128,10.9252269
"364",2009,14,"St John","London","United Kingdom",51.5072178,-0.1275862
"365",2009,15,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"366",2009,16,"L'Hotel de Ville - Philippe Rochat","Crissier","Switzerland",46.5518687,6.5743458
"367",2009,17,"Tetsuya's","Sydney","Australia",-33.8688197,151.2092955
"368",2009,18,"L'Atelier Saint Germain De Joël Robuchon","Paris","France",48.8575475,2.3513765
"369",2009,19,"Jean Georges","New York","United States",40.7127753,-74.0059728
"370",2009,20,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"371",2009,21,"Chez Dominique","Copenhagen","Denmark",55.6760968,12.5683371
"372",2009,22,"Ristorante Cracco","Milan","Italy",45.468503,9.18240269
"373",2009,23,"Die Schwarzaldstube","Baiersbronn","Germany",48.5089458,8.3706727
"374",2009,24,"D.O.M.","São Paulo","Brazil",-23.5557714,-46.6395571
"375",2009,25,"Vendôme","Bergisch Gladbach","Germany",50.9896478,7.1229789
"376",2009,26,"Hof van Cleve","Kruishoutem","Belgium",50.9044989,3.5281414
"377",2009,27,"Masa","New York","United States",40.7127753,-74.0059728
"378",2009,28,"Gambero Rosso","Vernazza","Italy",44.1353502,9.6827957
"379",2009,29,"Oud Sluis","Sluis","Netherlands",51.3086558,3.3879195
"380",2009,30,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"381",2009,31,"Momofuku Ssäm Bar","New York","United States",40.7127753,-74.0059728
"382",2009,32,"Oaxen Krog","Stockholm","Sweden",59.3293234,18.0685808
"383",2009,33,"Martin Berasategui","Lasarte-Oria","Spain",43.2684377,-2.0178149
"384",2009,34,"Nobu","London","United Kingdom",51.5072178,-0.1275862
"385",2009,35,"Mirazur","Menton","France",43.774481,7.49754
"386",2009,36,"Hakkasan","London","United Kingdom",51.5072178,-0.1275862
"387",2009,37,"Le Quartier Français","Franschhoek","South Africa",-33.9127211,19.1212795
"388",2009,38,"La Colombe","Cape Town","South Africa",-33.922087,18.4231418
"389",2009,39,"Asador Etxebarri","Axpe","Spain",43.1159431,-2.5981535
"390",2009,40,"Le Chateaubriand","Paris","France",48.8575475,2.3513765
"391",2009,41,"Daniel","New York","United States",40.7127753,-74.0059728
"392",2009,42,"Combal Zero","Rivoli","Italy",45.0704608,7.5198702
"393",2009,43,"Le Louis XV","Monaco","Monaco",43.7384176,7.42461579
"394",2009,44,"Tantris","München","Germany",48.1351253,11.5819806
"395",2009,45,"Iggy's","Singapore","Singapore",1.352083,103.819836
"396",2009,46,"Quay","Sydney","Australia",-33.8688197,151.2092955
"397",2009,47,"Les Ambassadeurs","Paris","France",48.8575475,2.3513765
"398",2009,48,"Dal Pescatore","Canneto sull'Oglio","Italy",45.1515537,10.3828899
"399",2009,49,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"400",2009,50,"Mathias Dhalgren","Stockholm","Sweden",59.3293234,18.0685808
"401",2010,1,"Noma","Copenhagen","Denmark",55.6760968,12.5683371
"402",2010,2,"El Bulli","Roses","Spain",42.2639489,3.1795528
"403",2010,3,"The Fat Duck","Bray","United Kingdom",51.5077255,-0.7005884
"404",2010,4,"El Celler de Can Roca","Girona","Spain",41.9794005,2.8214264
"405",2010,5,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"406",2010,6,"Osteria Francescana","Modena","Italy",44.647128,10.9252269
"407",2010,7,"Alinea","Chicago","United States",41.8781136,-87.6297982
"408",2010,8,"Daniel","New York","United States",40.7127753,-74.0059728
"409",2010,9,"Arzak","San Sebastian","Spain",43.318237,-1.9817051
"410",2010,10,"Per Se","New York","United States",40.7127753,-74.0059728
"411",2010,11,"Le Chateaubriand","Paris","France",48.8575475,2.3513765
"412",2010,12,"La Colombe","Cape Town","South Africa",-33.922087,18.4231418
"413",2010,13,"Pierre Gagnaire","Paris","France",48.8575475,2.3513765
"414",2010,14,"L'Hotel de Ville - Philippe Rochat","Crissier","Switzerland",46.5518687,6.5743458
"415",2010,15,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"416",2010,16,"L'Astrance","Paris","France",48.8575475,2.3513765
"417",2010,17,"Hof van Cleve","Kruishoutem","Belgium",50.9044989,3.5281414
"418",2010,18,"D.O.M.","Sao Paulo","Brazil",-23.5557714,-46.6395571
"419",2010,19,"Oud Sluis","Sluis","Netherlands",51.3086558,3.3879195
"420",2010,20,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"421",2010,21,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"422",2010,22,"Vendôme","Bergisch Gladbach","Germany",50.9896478,7.1229789
"423",2010,23,"Chez Dominique","Helsinki","Finland",60.1698556,24.938379
"424",2010,24,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"425",2010,25,"Mathias Dhalgren","Stockholm","Sweden",59.3293234,18.0685808
"426",2010,26,"Momofuku Ssäm Bar","New York","United States",40.7127753,-74.0059728
"427",2010,27,"Quay","Sydney","Australia",-33.8688197,151.2092955
"428",2010,28,"Iggy's","Singapore","Singapore",1.352083,103.819836
"429",2010,29,"L'Atelier Saint Germain De Joël Robuchon","Paris","France",48.8575475,2.3513765
"430",2010,30,"Schloss Schauenstein","Fürstenau","Germany",52.5179395,7.674365
"431",2010,31,"Le Quartier Francais","Franschhoek","South Africa",-33.9127211,19.1212795
"432",2010,32,"The French Laundry","Yountville","United States",38.401578,-122.3608105
"433",2010,33,"Martin Berasategui","Lasarte-Oria","Spain",43.2684377,-2.0178149
"434",2010,34,"Aqua","Wolfsburg","Germany",52.4226503,10.7865461
"435",2010,35,"Combal Zero","Rivoli","Italy",45.0704608,7.5198702
"436",2010,36,"Dal Pescatore","Canneto sull'Oglio","Italy",45.1515537,10.3828899
"437",2010,37,"De Librije","Zwolle","Netherlands",52.5167747,6.08302189
"438",2010,38,"Tetsuya's","Sydney","Australia",-33.8688197,151.2092955
"439",2010,39,"Jaan Par Andre","Singapore","Singapore",1.352083,103.819836
"440",2010,40,"Il Canto","Siena","Italy",43.3184741,11.3305812
"441",2010,41,"Alain Ducasse au Plaza Athénée","Paris","France",48.8575475,2.3513765
"442",2010,42,"Oaxen Krog","Stockholm","Sweden",59.3293234,18.0685808
"443",2010,43,"St John","London","United Kingdom",51.5072178,-0.1275862
"444",2010,44,"Maison Troisgros","Lyon","France",45.764043,4.835659
"445",2010,45,"WD~50","New York","United States",40.7127753,-74.0059728
"446",2010,46,"Biko","Mexico City","Mexico",19.4326077,-99.133208
"447",2010,47,"Die Schwarzaldstube","Baiersbronn","Germany",48.5089458,8.3706727
"448",2010,48,"Nihonryori Ryugin","Tokyo","Japan",35.6764225,139.650027
"449",2010,49,"Hibiscus","London","United Kingdom",51.5072178,-0.1275862
"450",2010,50,"Eleven Madison Park","New York","United States",40.7127753,-74.0059728
"451",2011,1,"Noma","Copenhagen","Denmark",55.6760968,12.5683371
"452",2011,2,"El Celler de Can Roca","Girona","Spain",41.9794005,2.8214264
"453",2011,3,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"454",2011,4,"Osteria Francescana","Modena","Italy",44.647128,10.9252269
"455",2011,5,"The Fat Duck","Bray","United Kingdom",51.5077255,-0.7005884
"456",2011,6,"Alinea","Chicago","United States",41.8781136,-87.6297982
"457",2011,7,"D.O.M.","Sao Paulo","Brazil",-23.5557714,-46.6395571
"458",2011,8,"Arzak","San Sebastian","Spain",43.318237,-1.9817051
"459",2011,9,"Le Chateaubriand","Paris","France",48.8575475,2.3513765
"460",2011,10,"Per Se","New York","United States",40.7127753,-74.0059728
"461",2011,11,"Daniel","New York","United States",40.7127753,-74.0059728
"462",2011,12,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"463",2011,13,"L'Astrance","Paris","France",48.8575475,2.3513765
"464",2011,14,"L'Atelier Saint Germain De Joël Robuchon","Paris","France",48.8575475,2.3513765
"465",2011,15,"Hof van Cleve","Kruishoutem","Belgium",50.9044989,3.5281414
"466",2011,16,"Pierre Gagnaire","Paris","France",48.8575475,2.3513765
"467",2011,17,"Oud Sluis","Sluis","Netherlands",51.3086558,3.3879195
"468",2011,18,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"469",2011,19,"Arpège","Paris","France",48.8575475,2.3513765
"470",2011,20,"Restaurant Frantzén","Stockholm","Sweden",59.3293234,18.0685808
"471",2011,21,"Vendôme","Bergisch Gladbach","Germany",50.9896478,7.1229789
"472",2011,22,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"473",2011,23,"Schloss Schauenstein","Fürstenau","Germany",52.5179395,7.674365
"474",2011,24,"Eleven Madison Park","New York","United States",40.7127753,-74.0059728
"475",2011,25,"Aqua","Wolfsburg","Germany",52.4226503,10.7865461
"476",2011,26,"Quay","Sydney","Australia",-33.8688197,151.2092955
"477",2011,27,"Iggy's","Singapore","Singapore",1.352083,103.819836
"478",2011,28,"Combal Zero","Rivoli","Italy",45.0704608,7.5198702
"479",2011,29,"Martin Berasategui","Lasarte-Oria","Spain",43.2684377,-2.0178149
"480",2011,30,"Bras Restaurant","Laguiole","France",44.683579,2.845605
"481",2011,31,"Biko","Mexico City","Mexico",19.4326077,-99.133208
"482",2011,32,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"483",2011,33,"Ristorante Cracco","Milan","Italy",45.468503,9.18240269
"484",2011,34,"The Ledbury","London","United Kingdom",51.5072178,-0.1275862
"485",2011,35,"Chez Dominique","Helsinki","Finland",60.1698556,24.938379
"486",2011,36,"Le Quartier Français","Franschhoek","South Africa",-33.9127211,19.1212795
"487",2011,37,"Amber","Hong Kong","Hong Kong",22.3193039,114.1693611
"488",2011,38,"Dal Pescatore","Canneto sull'Oglio","Italy",45.1515537,10.3828899
"489",2011,39,"Il Canto","Siena","Italy",43.3184741,11.3305812
"490",2011,40,"Momofuku Ssäm Bar","New York","United States",40.7127753,-74.0059728
"491",2011,41,"St John","London","United Kingdom",51.5072178,-0.1275862
"492",2011,42,"Astrid y Gastón","Lima","Peru",-12.0466888,-77.0430885
"493",2011,43,"Hibiscus","London","United Kingdom",51.5072178,-0.1275862
"494",2011,44,"Maison Troisgros","Lyon","France",45.764043,4.835659
"495",2011,45,"Alain Ducasse au Plaza Athénée","Paris","France",48.8575475,2.3513765
"496",2011,46,"De Librije","Zwolle","Netherlands",52.5167747,6.08302189
"497",2011,47,"Restaurant de l'Hotel de Ville","Crissier","Switzerland",46.5518687,6.5743458
"498",2011,48,"Varvary","Moscow","Russia",55.755826,37.6173
"499",2011,49,"Pujol","Mexico City","Mexico",19.4326077,-99.133208
"500",2011,50,"Asador Etxebarri","Axpe","Spain",43.1159431,-2.5981535
"501",2012,1,"Noma","Copenhagen","Denmark",55.6760968,12.5683371
"502",2012,2,"El Celler de Can Roca","Girona","Spain",41.9794005,2.8214264
"503",2012,3,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"504",2012,4,"D.O.M.","Sao Paulo","Brazil",-23.5557714,-46.6395571
"505",2012,5,"Osteria Francescana","Modena","Italy",44.647128,10.9252269
"506",2012,6,"Per Se","New York","United States",40.7127753,-74.0059728
"507",2012,7,"Alinea","Chicago","United States",41.8781136,-87.6297982
"508",2012,8,"Arzak","San Sebastian","Spain",43.318237,-1.9817051
"509",2012,9,"Dinner by Heston Blumenthal","London","United Kingdom",51.5072178,-0.1275862
"510",2012,10,"Eleven Madison Park","New York","United States",40.7127753,-74.0059728
"511",2012,11,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"512",2012,12,"L'Atelier Saint Germain De Joël Robuchon","Paris","France",48.8575475,2.3513765
"513",2012,13,"The Fat Duck","Bray","United Kingdom",51.5077255,-0.7005884
"514",2012,14,"The Ledbury","London","United Kingdom",51.5072178,-0.1275862
"515",2012,15,"Le Chateaubriand","Paris","France",48.8575475,2.3513765
"516",2012,16,"Arpège","Paris","France",48.8575475,2.3513765
"517",2012,17,"Pierre Gagnaire","Paris","France",48.8575475,2.3513765
"518",2012,18,"L'Astrance","Paris","France",48.8575475,2.3513765
"519",2012,19,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"520",2012,20,"Restaurant Frantzén","Stockholm","Sweden",59.3293234,18.0685808
"521",2012,21,"Oud Sluis","Sluis","Netherlands",51.3086558,3.3879195
"522",2012,22,"Aqua","Wolfsburg","Germany",52.4226503,10.7865461
"523",2012,23,"Vendôme","Bergisch Gladbach","Germany",50.9896478,7.1229789
"524",2012,24,"Mirazur","Menton","France",43.774481,7.49754
"525",2012,25,"Daniel","New York","United States",40.7127753,-74.0059728
"526",2012,26,"Iggy's","Singapore","Singapore",1.352083,103.819836
"527",2012,27,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"528",2012,28,"Nihonryori Ryugin","Tokyo","Japan",35.6764225,139.650027
"529",2012,29,"Quay","Sydney","Australia",-33.8688197,151.2092955
"530",2012,30,"Schloss Schauenstein","Fürstenau","Germany",52.5179395,7.674365
"531",2012,31,"Asador Etxebarri","Axpe","Spain",43.1159431,-2.5981535
"532",2012,32,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"533",2012,33,"De Librije","Zwolle","Netherlands",52.5167747,6.08302189
"534",2012,34,"Fäviken","Järpen","Sweden",63.3496304,13.4529077
"535",2012,35,"Astrid y Gastón","Lima","Peru",-12.0466888,-77.0430885
"536",2012,36,"Pujol","Mexico City","Mexico",19.4326077,-99.133208
"537",2012,37,"Momofuku Ssäm Bar","New York","United States",40.7127753,-74.0059728
"538",2012,38,"Biko","Mexico City","Mexico",19.4326077,-99.133208
"539",2012,39,"Waku Ghin","Singapore","Singapore",1.352083,103.819836
"540",2012,40,"Quique Dacosta","Denia","Spain",38.8387992,0.1050557
"541",2012,41,"Mathias Dahlgren","Stockholm","Sweden",59.3293234,18.0685808
"542",2012,42,"Hof van Cleve","Kruishoutem","Belgium",50.9044989,3.5281414
"543",2012,43,"The French Laundry","Yountville","United States",38.401578,-122.3608105
"544",2012,44,"Amber","Hong Kong","Hong Kong",22.3193039,114.1693611
"545",2012,45,"Vila Joya","Albufeira","Portugal",37.0890719,-8.2478796
"546",2012,46,"Il Canto","Siena","Italy",43.3184741,11.3305812
"547",2012,47,"Bras Restaurant","Laguiole","France",44.683579,2.845605
"548",2012,48,"Manresa","Los Gatos","United States",37.2358078,-121.9623751
"549",2012,49,"Geranium","Copenhagen","Denmark",55.6760968,12.5683371
"550",2012,50,"Nahm","Bangkok","Thailand",13.7563309,100.5017651
"551",2013,1,"El Celler de Can Roca","Girona","Spain",41.9794005,2.8214264
"552",2013,2,"Noma","Copenhagen","Denmark",55.6760968,12.5683371
"553",2013,3,"Osteria Francescana","Modena","Italy",44.647128,10.9252269
"554",2013,4,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"555",2013,5,"Eleven Madison Park","New York","United States",40.7127753,-74.0059728
"556",2013,6,"D.O.M.","Sao Paulo","Brazil",-23.5557714,-46.6395571
"557",2013,7,"Dinner by Heston Blumenthal","London","United Kingdom",51.5072178,-0.1275862
"558",2013,8,"Arzak","San Sebastian","Spain",43.318237,-1.9817051
"559",2013,9,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"560",2013,10,"Vendôme","Bergisch Gladbach","Germany",50.9896478,7.1229789
"561",2013,11,"Per Se","New York","United States",40.7127753,-74.0059728
"562",2013,12,"Frantzén/Lindeberg","Stockholm","Sweden",59.3293234,18.0685808
"563",2013,13,"The Ledbury","London","United Kingdom",51.5072178,-0.1275862
"564",2013,14,"Astrid y Gastón","Lima","Peru",-12.0466888,-77.0430885
"565",2013,15,"Alinea","Chicago","United States",41.8781136,-87.6297982
"566",2013,16,"Arpège","Paris","France",48.8575475,2.3513765
"567",2013,17,"Pujol","Mexico City","Mexico",19.4326077,-99.133208
"568",2013,18,"Le Chateaubriand","Paris","France",48.8575475,2.3513765
"569",2013,19,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"570",2013,20,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"571",2013,21,"Attica","Melbourne","Australia",-37.8136276,144.9630576
"572",2013,22,"Nihonryori Ryugin","Tokyo","Japan",35.6764225,139.650027
"573",2013,23,"L'Astrance","Paris","France",48.8575475,2.3513765
"574",2013,24,"L'Atelier Saint Germain De Joël Robuchon","Paris","France",48.8575475,2.3513765
"575",2013,25,"Hof van Cleve","Kruishoutem","Belgium",50.9044989,3.5281414
"576",2013,26,"Quique Dacosta","Denia","Spain",38.8387992,0.1050557
"577",2013,27,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"578",2013,28,"Mirazur","Menton","France",43.774481,7.49754
"579",2013,29,"Daniel","New York","United States",40.7127753,-74.0059728
"580",2013,30,"Aqua","Wolfsburg","Germany",52.4226503,10.7865461
"581",2013,31,"Biko","Mexico City","Mexico",19.4326077,-99.133208
"582",2013,32,"Nahm","Bangkok","Thailand",13.7563309,100.5017651
"583",2013,33,"The Fat Duck","Bray","United Kingdom",51.5077255,-0.7005884
"584",2013,34,"Fäviken","Järpen","Sweden",63.3496304,13.4529077
"585",2013,35,"Oud Sluis","Sluis","Netherlands",51.3086558,3.3879195
"586",2013,36,"Amber","Hong Kong","Hong Kong",22.3193039,114.1693611
"587",2013,37,"Vila Joya","Albufeira","Portugal",37.0890719,-8.2478796
"588",2013,38,"Restaurant André","Singapore","Singapore",1.352083,103.819836
"589",2013,39,"8 1/2 Otto e Mezzo Bombana","Hong Kong","Hong Kong",22.3193039,114.1693611
"590",2013,40,"Combal.Zero","Rivoli","Italy",45.0704608,7.5198702
"591",2013,41,"Piazza Duomo","Alba","Italy",44.7009526,8.0353488
"592",2013,42,"Schloss Schauenstein","Fürstenau","Germany",52.5179395,7.674365
"593",2013,43,"Mr and Mrs Bund","Shanghai","China",31.230416,121.473701
"594",2013,44,"Asador Etxebarri","Axpe","Spain",43.1159431,-2.5981535
"595",2013,45,"Geranium","Copenhagen","Denmark",55.6760968,12.5683371
"596",2013,46,"Maní","São Paulo","Brazil",-23.5557714,-46.6395571
"597",2013,47,"The French Laundry","Yountville","United States",38.401578,-122.3608105
"598",2013,48,"Quay","Sydney","Australia",-33.8688197,151.2092955
"599",2013,49,"Septime","Paris","France",48.8575475,2.3513765
"600",2013,50,"Central","Lima","Peru",-12.0466888,-77.0430885
"601",2014,1,"Noma","Copenhagen","Denmark",55.6760968,12.5683371
"602",2014,2,"El Celler de Can Roca","Girona","Spain",41.9794005,2.8214264
"603",2014,3,"Osteria Francescana","Modena","Italy",44.647128,10.9252269
"604",2014,4,"Eleven Madison Park","New York","United States",40.7127753,-74.0059728
"605",2014,5,"Dinner by Heston Blumenthal","London","United Kingdom",51.5072178,-0.1275862
"606",2014,6,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"607",2014,7,"D.O.M.","Sao Paulo","Brazil",-23.5557714,-46.6395571
"608",2014,8,"Arzak","San Sebastian","Spain",43.318237,-1.9817051
"609",2014,9,"Alinea","Chicago","United States",41.8781136,-87.6297982
"610",2014,10,"The Ledbury","London","United Kingdom",51.5072178,-0.1275862
"611",2014,11,"Mirazur","Menton","France",43.774481,7.49754
"612",2014,12,"Vendôme","Bergisch Gladbach","Germany",50.9896478,7.1229789
"613",2014,13,"Nahm","Bangkok","Thailand",13.7563309,100.5017651
"614",2014,14,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"615",2014,15,"Central","Lima","Peru",-12.0466888,-77.0430885
"616",2014,16,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"617",2014,17,"Gaggan","Bangkok","Thailand",13.7563309,100.5017651
"618",2014,18,"Astrid y Gastón","Lima","Peru",-12.0466888,-77.0430885
"619",2014,19,"Fäviken","Järpen","Sweden",63.3496304,13.4529077
"620",2014,20,"Pujol","Mexico City","Mexico",19.4326077,-99.133208
"621",2014,21,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"622",2014,22,"Vila Joya","Albufeira","Portugal",37.0890719,-8.2478796
"623",2014,23,"Restaurant Frantzén","Stockholm","Sweden",59.3293234,18.0685808
"624",2014,24,"Amber","Hong Kong","Hong Kong",22.3193039,114.1693611
"625",2014,25,"Arpège","Paris","France",48.8575475,2.3513765
"626",2014,26,"Azurmendi","Larrabetzu","Spain",43.2609878,-2.7960332
"627",2014,27,"Le Chateaubriand","Paris","France",48.8575475,2.3513765
"628",2014,28,"Aqua","Wolfsburg","Germany",52.4226503,10.7865461
"629",2014,29,"De Librije","Zwolle","Netherlands",52.5167747,6.08302189
"630",2014,30,"Per Se","New York","United States",40.7127753,-74.0059728
"631",2014,31,"L'Atelier Saint Germain De Joël Robuchon","Paris","France",48.8575475,2.3513765
"632",2014,32,"Attica","Melbourne","Australia",-37.8136276,144.9630576
"633",2014,33,"Nihonryori Ryugin","Tokyo","Japan",35.6764225,139.650027
"634",2014,34,"Asador Etxebarri","Axpe","Spain",43.1159431,-2.5981535
"635",2014,35,"Martín Berasategui","Lasarte-Oria","Spain",43.2684377,-2.0178149
"636",2014,36,"Maní","São Paulo","Brazil",-23.5557714,-46.6395571
"637",2014,37,"Restaurant André","Singapore","Singapore",1.352083,103.819836
"638",2014,38,"L'Astrance","Paris","France",48.8575475,2.3513765
"639",2014,39,"Piazza Duomo","Alba","Italy",44.7009526,8.0353488
"640",2014,40,"Daniel","New York","United States",40.7127753,-74.0059728
"641",2014,41,"Quique Dacosta","Denia","Spain",38.8387992,0.1050557
"642",2014,42,"Geranium","Copenhagen","Denmark",55.6760968,12.5683371
"643",2014,43,"Schloss Schauenstein","Fürstenau","Germany",52.5179395,7.674365
"644",2014,44,"The French Laundry","Yountville","United States",38.401578,-122.3608105
"645",2014,45,"Hof van Cleve","Kruishoutem","Belgium",50.9044989,3.5281414
"646",2014,46,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"647",2014,47,"The Fat Duck","Bray","United Kingdom",51.5077255,-0.7005884
"648",2014,48,"The Test Kitchen","Cape Town","South Africa",-33.922087,18.4231418
"649",2014,49,"Coi","San Francisco","United States",37.7749295,-122.4194155
"650",2014,50,"Waku Ghin","Singapore","Singapore",1.352083,103.819836
"651",2015,1,"El Celler de Can Roca","Girona","Spain",41.9794005,2.8214264
"652",2015,2,"Osteria Francescana","Modena","Italy",44.647128,10.9252269
"653",2015,3,"Noma","Copenhagen","Denmark",55.6760968,12.5683371
"654",2015,4,"Central","Lima","Peru",-12.0466888,-77.0430885
"655",2015,5,"Eleven Madison Park","New York","United States",40.7127753,-74.0059728
"656",2015,6,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"657",2015,7,"Dinner by Heston Blumenthal","London","United Kingdom",51.5072178,-0.1275862
"658",2015,8,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"659",2015,9,"D.O.M.","Sao Paulo","Brazil",-23.5557714,-46.6395571
"660",2015,10,"Gaggan","Bangkok","Thailand",13.7563309,100.5017651
"661",2015,11,"Mirazur","Menton","France",43.774481,7.49754
"662",2015,12,"Arpège","Paris","France",48.8575475,2.3513765
"663",2015,13,"Asador Etxebarri","Axpe","Spain",43.1159431,-2.5981535
"664",2015,14,"Astrid y Gastón","Lima","Peru",-12.0466888,-77.0430885
"665",2015,15,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"666",2015,16,"Pujol","Mexico City","Mexico",19.4326077,-99.133208
"667",2015,17,"Arzak","San Sebastian","Spain",43.318237,-1.9817051
"668",2015,18,"Le Bernardin","New York","United States",40.7127753,-74.0059728
"669",2015,19,"Azurmendi","Larrabetzu","Spain",43.2609878,-2.7960332
"670",2015,20,"The Ledbury","London","United Kingdom",51.5072178,-0.1275862
"671",2015,21,"Le Chateaubriand","Paris","France",48.8575475,2.3513765
"672",2015,22,"Nahm","Bangkok","Thailand",13.7563309,100.5017651
"673",2015,23,"White Rabbit","Moscow","Russia",55.755826,37.6173
"674",2015,24,"Ultraviolet by Paul Pairet","Shanghai","China",31.230416,121.473701
"675",2015,25,"Fäviken","Järpen","Sweden",63.3496304,13.4529077
"676",2015,26,"Alinea","Chicago","United States",41.8781136,-87.6297982
"677",2015,27,"Piazza Duomo","Alba","Italy",44.7009526,8.0353488
"678",2015,28,"The Test Kitchen","Cape Town","South Africa",-33.922087,18.4231418
"679",2015,29,"Nihonryori Ryugin","Tokyo","Japan",35.6764225,139.650027
"680",2015,30,"Vendôme","Bergisch Gladbach","Germany",50.9896478,7.1229789
"681",2015,31,"Restaurant Frantzén","Stockholm","Sweden",59.3293234,18.0685808
"682",2015,32,"Attica","Melbourne","Australia",-37.8136276,144.9630576
"683",2015,33,"Aqua","Wolfsburg","Germany",52.4226503,10.7865461
"684",2015,34,"Le Calandre","Rubano","Italy",45.4262382,11.7937858
"685",2015,35,"Quintonil","Mexico City","Mexico",19.4326077,-99.133208
"686",2015,36,"L'Astrance","Paris","France",48.8575475,2.3513765
"687",2015,37,"Biko","Mexico City","Mexico",19.4326077,-99.133208
"688",2015,38,"Amber","Hong Kong","Hong Kong",22.3193039,114.1693611
"689",2015,39,"Quique Dacosta","Denia","Spain",38.8387992,0.1050557
"690",2015,40,"Per Se","New York","United States",40.7127753,-74.0059728
"691",2015,41,"Maní","São Paulo","Brazil",-23.5557714,-46.6395571
"692",2015,42,"Boragó","Santiago","Chile",-33.4488897,-70.6692655
"693",2015,43,"Tickets","Barcelona","Spain",41.3873974,2.168568
"694",2015,44,"Maido","Lima","Peru",-12.0466888,-77.0430885
"695",2015,45,"Relae","Copenhagen","Denmark",55.6760968,12.5683371
"696",2015,46,"Restaurant André","Singapore","Singapore",1.352083,103.819836
"697",2015,47,"Alain Ducasse au Plaza Athénée","Paris","France",48.8575475,2.3513765
"698",2015,48,"Schloss Schauenstein","Fürstenau","Germany",52.5179395,7.674365
"699",2015,49,"Blue Hill at Stone Barns","Pocantico Hills","United States",41.0945407,-73.8359677
"700",2015,50,"The French Laundry","Yountville","United States",38.401578,-122.3608105
"701",2016,1,"Osteria Francescana","Modena","Italy",44.647128,10.9252269
"702",2016,2,"El Celler de Can Roca","Girona","Spain",41.9794005,2.8214264
"703",2016,3,"Eleven Madison Park","New York","United States",40.7127753,-74.0059728
"704",2016,4,"Central","Lima","Peru",-12.0466888,-77.0430885
"705",2016,5,"Noma","Copenhagen","Denmark",55.6760968,12.5683371
"706",2016,6,"Mirazur","Menton","France",43.774481,7.49754
"707",2016,7,"Mugaritz","San Sebastian","Spain",43.318237,-1.9817051
"708",2016,8,"Narisawa","Tokyo","Japan",35.6764225,139.650027
"709",2016,9,"Steirereck","Vienna","Austria",48.2080695,16.3713095
"710",2016,10,"Asador Etxebarri","Axpe","Spain",43.1159431,-2.5981535
"711",2016,11,"D.O.M.","Sao Paulo","Brazil",-23.5557714,-46.6395571
"712",2016,12,"Quintonil","Mexico City","Mexico",19.4326077,-99.133208
"713",2016,13,"Maido","Lima","Peru",-12.0466888,-77.0430885
"714",2016,14,"The Ledbury","London","United Kingdom",51.5072178,-0.1275862
